ID,HOF_S(kJ/mol),Density(g/cm^3),BDE(kJ/mol),DetoD(m/s),DetoP(GPa),SMILES
TEHKIC,-221.2,1.5003,280.1,5296,11.3,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,-467.8,1.4625,273,5279,11,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,-173.1,1.3586,292.9,4930,9.1,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,365,1.868,258,9213,39.2,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,294.6,1.9185,129.5,9248,40.1,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
TEQZEU,110.9,1.3308,293.8,4448,7.3,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,218.8,1.4837,261.1,5012,10,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,703,1.8527,255.7,8488,33.1,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,85.1,1.79,284.2,8171,30.1,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,-59.5,1.6125,254.9,6492,17.8,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,-81.9,1.6036,250.9,6665,18.7,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,-880.8,1.4416,296.1,4926,9.5,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,-187.1,1.5154,296.9,4658,8.8,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,-616.9,1.4074,298.6,4752,8.7,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,-613.4,1.411,301.1,4765,8.8,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,25.3,1.888,301.7,8072,30.3,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,9,1.8762,322,8006,29.7,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,-24,1.8192,382.1,7426,25.1,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,-782.5,1.5047,214,5267,11.2,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,-187.2,1.4148,288.5,4774,8.8,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,-488.1,1.8871,253.6,8070,30.3,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,-26,1.368,292.4,4264,6.9,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,15.2,1.4212,307.2,4860,9.2,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,-31.3,1.5627,201.2,7588,23.8,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,199.4,1.592,289.9,6209,16.1,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,132.2,1.582,285.8,5037,10.6,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,-160.8,1.4429,280.9,5191,10.6,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,-143,1.381,293.1,4615,8.1,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,151.3,1.43,274.7,4927,9.5,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,-458.5,1.479,267.2,5287,11.1,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,-287.9,1.7013,278.5,6648,19.3,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,-29.9,1.2427,311.4,4768,8,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,28.2,1.4728,298.8,4680,8.7,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,-153.2,1.3818,302.5,4353,7.2,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,-109.6,1.3768,304.3,4503,7.7,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,-152.9,1.3937,302.6,4378,7.3,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,179.5,1.3826,292.1,5315,10.7,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,-39.5,1.3733,298.6,5032,9.6,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,124.1,1.355,284.9,7135,19.1,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,4.2,1.6763,271.1,7339,23.3,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,-40.1,1.6646,257.8,6053,15.8,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,-6.4,1.7734,283.6,7646,26.2,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,48,1.8607,204.5,8370,32.3,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,-43.2,1.6342,236.3,6841,19.9,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,-148.4,1.5581,237.3,6761,18.9,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,289.9,1.3322,291.6,4272,6.8,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,-340.3,1.3133,224.4,4455,7.3,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,-46.2,1.4112,247.1,5459,11.5,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,167.8,1.625,188.1,6500,17.9,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,-200.2,1.4699,285.6,4172,6.9,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,35.4,1.4139,269,5049,9.8,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,50.1,1.3849,265.4,5000,9.5,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,138.6,1.384,261.2,4665,8.3,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,-518.3,1.1997,231.7,4047,5.6,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,-446.8,1.698,165,7988,27.8,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,-246.8,1.4543,2303255.7,4458,7.8,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,-632.4,1.3856,226.9,4424,7.5,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,-71.8,1.4079,290.9,4359,7.3,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,-593.8,1.4589,301.8,4874,9.4,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,10.4,1.3662,330.6,4897,9,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,66.5,1.2799,314.7,4566,7.5,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,204.4,1.3057,239.2,3996,5.8,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,-391.9,1.5318,309.4,5253,11.3,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,222,1.5401,133.8,6735,18.6,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,-168.6,1.4086,2193548.6,5240,10.6,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,-470.2,1.4215,313.2,5576,12.1,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,-266.4,1.2282,207,4200,6.1,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,238.9,1.5224,300.7,5853,13.9,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,215.1,1.4751,293.6,5663,12.8,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,195.1,1.4436,299.8,5511,11.9,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,125.7,1.9001,306.7,8589,34.4,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,265.6,1.8614,142.8,9124,38.4,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,-202.2,1.4249,290.9,4987,9.7,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,149.5,1.5648,288.2,6210,16,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,-306.8,1.4875,315.2,5030,10.1,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,-274,1.3372,300.6,4327,6.9,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,-404.4,1.3186,207.1,4930,8.9,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,-28.5,1.4866,290.5,5063,10.3,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,-337.5,1.4735,293.9,5188,10.7,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,-181.1,1.6232,276,6412,17.4,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,-128.3,1.4105,291.1,4672,8.4,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,-553.5,1.3448,295.9,4494,7.5,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,233.6,1.3138,268.6,3820,5.3,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,-164.5,1.3304,295.1,4748,8.3,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,-87.8,1.3793,288.7,4663,8.3,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,-230,1.4925,276.6,5747,13.2,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,134.1,1.4544,267.9,4811,9.1,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,-225.9,1.467,304.7,5332,11.3,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,-317.8,1.522,300.1,4944,9.9,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,-213.3,1.3673,299,4573,7.9,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,-81.5,1.4729,298.9,5453,11.8,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,209.3,1.5357,268.7,5766,13.6,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,-332.2,1.5255,236,5672,13.1,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,195.5,1.4188,293,4191,6.8,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,-250,1.4215,293.5,5046,9.9,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,564.3,1.8353,302.7,8548,33.4,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,-190.7,1.5049,348.2,4784,9.2,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,-140.9,1.3888,295.8,4477,7.6,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,-275.3,1.7949,284.2,7528,25.6,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,-113.3,1.7815,118.4,8396,31.7,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,118.3,1.7183,108.2,8356,30.7,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,-600.3,1.6209,111.1,7397,23.2,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,110.9,1.6678,107.3,8178,28.9,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,65,1.594,116.4,7356,22.7,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,51.2,1.6,111.6,7361,22.8,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,87,1.3332,120,5725,12.1,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,-109.6,1.4475,288.3,4773,8.9,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,97.2,1.5349,84.2,6375,16.6,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,-212.9,1.5808,284.7,6366,16.9,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,-647.2,1.4613,249.5,5252,10.9,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,-9.4,1.4225,201,6639,17.1,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,22.6,1.4748,274.5,5408,11.6,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,44.2,1.4835,291.2,4466,8,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,-611.5,1.4735,277,5385,11.5,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,-504.4,1.4448,287.9,5415,11.5,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,308.4,1.8548,264.7,9057,37.7,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,147.7,1.5116,289.8,5641,12.9,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,49.8,1.2817,295.1,4312,6.7,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,50.3,1.9311,134.1,9312,40.8,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,-169.5,1.8385,148.7,8235,31.1,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,-534.9,1.4484,290.7,4734,8.8,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,-148.7,1.4219,303,4763,8.8,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,76.4,1.3403,300.3,3875,5.6,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,244.4,1.3748,259.7,3838,5.6,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,-412.7,1.5313,251,5283,11.4,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,67.2,1.329,272.9,4323,6.9,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,-304.6,1.5787,294.1,5373,12,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,-78.2,1.391,312.5,4537,7.9,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,61.5,1.1358,305.1,4538,6.7,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,362.5,1.3159,283.4,4384,7.1,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,-443,1.5967,242.3,5727,13.8,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,-445.2,1.5382,283.6,5261,11.3,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,25.9,1.4429,299.9,5012,9.8,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,-387.4,1.5273,217.7,5973,14.5,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,-736.6,1.3722,224.4,5555,11.7,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,111.3,1.5348,237.7,5873,14.1,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,24.2,1.2289,185.7,4968,8.6,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,-319.9,1.2939,223.8,4913,8.7,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,-107.5,1.2874,228.2,5468,10.8,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,-89.1,1.5219,223.9,5551,12.5,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,-48.3,1.7288,126.4,7084,22.1,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,-230.9,1.476,290.3,4466,7.9,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,168.7,1.5415,298.2,5299,11.5,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,116.5,1.5465,234.4,5450,12.2,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,-70,1.5409,233.6,5964,14.6,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,186.8,1.3789,256.2,4449,7.5,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,235.3,1.3977,283.8,5084,9.9,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,-179,1.239,299.4,3988,5.6,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,-178.8,1.2542,290,4019,5.7,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,80.7,1.271,288.4,3714,4.9,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,121.5,1.312,309.4,3858,5.4,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,-301.3,1.4769,126.7,6043,14.5,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,-138.3,1.3647,162,4315,7,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,216.3,1.3768,275.8,4414,7.4,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,-189.3,1.5604,261.9,6195,15.9,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,-257,1.4563,269.5,4580,8.3,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,-352.4,1.3948,303.8,4420,7.5,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,-280.8,1.5079,302.8,4791,9.3,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,219.3,1.5897,213.1,6101,15.6,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,-444.6,1.5046,174.3,5950,14.3,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,79.7,1.4212,331.5,4892,9.3,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,31.9,1.415,334.5,4749,8.7,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,67.7,1.4393,342.3,4906,9.4,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,42.8,1.3741,316.6,4685,8.3,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,-63.7,1.3611,299.3,4869,8.9,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,-562.7,1.5187,153.7,7212,21.1,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,26.7,1.4477,294.8,4333,7.4,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,-48.5,1.4263,288.7,4488,7.8,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,57.1,1.4895,144.4,6181,15.3,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,2.2,1.6617,143.9,8275,29.5,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
VUCBAW,-42.8,1.8312,169.4,8902,36.2,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,6.4,1.3615,305.6,4018,6.1,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,-575.5,1.3482,261.5,4628,8,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,-329.5,1.3509,272.4,4136,6.4,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,72.7,1.2991,292,4017,5.9,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,73.8,1.2957,288.6,4012,5.8,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,-291.6,1.4378,286.4,5818,13.2,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,55.2,1.3329,306.8,4983,9.2,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,19.9,1.2595,308.2,4666,7.7,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,-43.9,1.2186,308,4236,6.2,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,-74.2,1.3858,308.1,4533,7.8,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
VUZHII,23.5,1.351,293.3,4443,7.4,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,-38.1,1.3677,273.1,3997,6,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,59.1,1.7427,227,7420,24.4,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,-135,1.6471,275,5849,14.6,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,-124.8,1.6547,273.1,6113,16,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,-15.5,1.334,309.1,3912,5.7,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,-207.9,1.3928,296.7,4392,7.4,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,-25.7,1.4309,299.4,4152,6.7,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,233,1.3806,298.1,4460,7.6,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,-231.2,1.2796,294.6,4237,6.5,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,-236.3,1.2799,293.9,4227,6.4,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,111.2,1.3413,301.6,4522,7.6,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,216,1.3921,297.9,5023,9.6,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
